,p_before,p_chamber_pressure_predischarge,t_cd_discharge_request,U_Bt_final,U_CD_final,b_plasma
40000,0.90,94.10,"1500
",1005,529,0.000
40001,0.92,16.30,"1500
",1009,513,1.000
40002,0.93,25.70,"1500
",1018,520,1.000
40003,0.93,28.30,"1500
",1013,516,1.000
40004,0.92,19.50,"1500
",1019,628,1.000
40005,0.92,22.40,"1500
",1002,670,1.000
40006,0.92,20.90,"1500
",1015,768,1.000
40007,0.91,14.80,"1000
",821,475,1.000
40008,0.92,20.70,"1500
",1004,717,1.000
40009,0.91,20.00,"1500
",1004,773,1.000
40010,0.91,20.80,"1500
",1018,476,0.000
40011,0.90,25.90,"1500
",1002,526,1.000
40012,0.90,18.90,"1500
",1005,528,1.000
40013,0.98,4.32,"500
",817,517,1.000
40014,0.96,13.40,"500
",825,523,1.000
40015,0.96,12.60,"500
",811,509,1.000
40016,0.95,0.95,"500
",812,509,0.000
40017,0.93,14.20,"500
",814,514,1.000
40018,0.93,15.70,"500
",812,509,1.000
40019,0.94,15.70,"500
",812,532,1.000
40020,0.93,15.30,"500
",818,516,1.000
40021,0.94,14.00,"500
",801,525,1.000
40022,0.93,16.30,"500
",812,528,1.000
40023,0.94,15.50,"500
",826,517,1.000
40024,0.91,14.70,"500
",826,520,1.000
40025,0.91,11.10,"500
",801,519,1.000
40026,0.91,12.60,"500
",812,511,1.000
40027,0.92,15.00,"500
",823,517,1.000
40028,0.92,13.50,"500
",816,510,1.000
40029,0.91,15.00,"500
",804,524,1.000
40030,0.91,16.10,"500
",809,525,1.000
40031,0.90,15.00,"500
",814,500,1.000
40032,0.90,15.30,"500
",809,501,1.000
40033,3.26,4.19,"1000
",812,480,0.000
40034,1.57,10.20,"0
",811,504,1.000
40035,1.03,24.90,"1000
",903,503,1.000
40036,1.02,16.80,"0
",810,616,1.000
40037,1.02,14.60,"0
",770,570,1.000
40038,0.93,15.30,"1000
",818,480,
40039,0.93,10.30,"1000
",818,478,1.000
40040,0.94,16.20,"0
",821,520,1.000
40041,0.94,19.40,"1000
",810,429,1.000
40042,0.94,9.97,"200
",1159,566,1.000
40043,0.94,10.40,"300
",1101,577,1.000
40044,0.94,10.00,"200
",1213,552,1.000
40045,0.93,10.70,"1000
",1152,508,1.000
40046,0.93,10.20,"200
",1113,526,1.000
40047,0.93,12.00,"200
",1213,522,1.000
40048,0.93,12.60,"200
",1116,453,1.000
40049,0.91,0.91,"0
",602,404,0.000
40050,0.91,0.91,"0
",415,811,0.000
40051,0.91,10.20,"0
",608,413,1.000
40052,0.91,0.91,"0
",531,411,0.000
40053,0.91,0.91,"0
",715,421,0.000
40054,0.91,5.02,"1000
",815,506,1.000
40055,0.92,7.33,"1000
",812,500,1.000
40056,0.92,,"1000
",810,545,0.000
40057,0.92,14.40,"1000
",822,520,1.000
40058,0.92,18.10,"1000
",828,524,1.000
40059,0.92,21.00,"1000
",815,505,1.000
40060,0.92,24.50,"1000
",814,505,1.000
40061,0.91,17.30,"1000
",1011,428,1.000
40062,0.92,16.50,"1000
",1006,500,1.000
40063,0.91,15.80,"1000
",1002,612,1.000
40064,0.91,16.00,"1000
",1017,702,1.000
40065,0.91,11.60,"1000
",1008,527,1.000
40066,0.91,9.07,"1000
",1009,505,1.000
40067,0.91,19.00,"1000
",1007,530,1.000
40068,0.91,19.90,"1000
",1002,527,1.000
40069,0.94,16.30,"1000
",1020,523,1.000
40070,0.91,14.70,"1000
",1017,507,1.000
40071,7.01,6.35,"1000
",812,483,1.000
40072,4.17,18.90,"1000
",813,417,1.000
40073,3.23,16.40,"0
",626,431,1.000
40074,3.49,11.40,"1000
",813,473,1.000
40075,1.21,13.70,"0
",808,456,1.000
40076,1.17,18.60,"0
",807,458,1.000
40077,1.17,31.90,"0
",802,485,1.000
40078,1.21,13.20,"0
",812,464,1.000
40079,1.22,488.00,"0
",824,477,0.000
40080,1.12,171.00,"0
",822,557,0.000
40081,1.12,2.06,"0
",818,660,1.000
40082,1.11,19.50,"0
",826,564,1.000
40083,1.14,16.30,"0
",811,657,1.000
40084,1.14,13.40,"0
",814,384,1.000
40085,1.13,18.50,"0
",818,289,0.000
40086,1.12,17.90,"0
",800,177,0.000
40087,1.04,18.90,"0
",905,479,1.000
40088,1.09,17.90,"0
",1003,473,1.000
40089,1.10,19.50,"0
",1105,479,1.000
40090,1.10,19.70,"0
",709,455,1.000
40091,1.11,19.20,"0
",605,456,1.000
40092,1.08,18.60,"0
",802,283,0.000
40093,1.12,18.90,"0
",814,179,0.000
40094,1.02,18.60,"0
",800,328,1.000
40095,1.03,19.40,"0
",803,332,1.000
40096,1.03,19.70,"0
",721,309,1.000
40097,1.06,18.80,"0
",617,301,0.000
40098,1.07,17.80,"0
",919,257,0.000
40099,1.02,18.30,"0
",1004,701,1.000
40100,1.10,17.90,"0
",1100,715,1.000
40101,1.01,18.60,"0
",1007,265,0.000
40102,1.04,18.20,"0
",918,713,1.000
40103,1.04,4.80,"0
",810,723,0.000
40104,0.99,17.70,"0
",711,711,0.000
40105,1.02,18.60,"0
",1202,701,1.000
40106,0.99,18.50,"0
",1206,703,1.000
40107,0.99,11.10,"0
",1210,721,1.000
40108,0.98,33.40,"0
",1212,717,1.000
40109,0.97,19.40,"12000
",1212,716,0.000
40110,1.02,19.00,"0
",1201,717,1.000
40111,1.03,18.20,"5000
",1200,700,0.000
40112,1.01,19.00,"5000
",1202,700,0.000
40113,1.00,18.80,"5000
",1204,721,0.000
40114,1.01,18.70,"1000
",1204,726,1.000
40115,0.96,18.80,"2000
",1101,454,0.000
40116,0.96,21.10,"0
",1207,459,1.000
40117,0.96,10.80,"1000
",1211,462,0.000
40118,0.97,11.60,"0
",1212,467,1.000
40119,1.00,11.40,"0
",1211,380,1.000
40120,1.05,11.30,"0
",1201,555,1.000
40121,1.04,14.00,"1000
",810,470,1.000
40122,1.04,11.20,"1000
",809,467,1.000
40123,0.96,14.30,"0
",1016,512,1.000
40124,0.91,13.70,"1000
",,,0.000
40125,0.91,10.40,"1000
",256,256,0.000
40126,0.91,10.90,"1000
",232,232,0.000
40127,0.91,10.90,"1000
",802,453,1.000
40128,0.93,11.30,"1000
",815,470,1.000
40129,10.60,7.97,"1000
",811,466,0.000
40130,2.20,12.70,"1000
",805,416,1.000
40131,1.53,11.80,"0
",1005,513,1.000
40132,0.93,13.10,"1000
",830,523,1.000
40133,0.88,7.91,"1000
",826,518,1.000
40134,0.89,11.50,"1000
",813,526,1.000
40135,0.89,15.70,"1000
",821,527,1.000
40136,0.88,9.27,"1000
",808,527,0.000
40137,0.87,19.10,"1000
",814,502,1.000
40138,0.87,8.06,"1000
",828,518,1.000
40139,0.86,8.58,"1000
",816,501,1.000
40140,0.85,11.60,"1000
",819,509,1.000
40141,0.86,15.60,"1000
",813,503,1.000
40142,0.86,20.00,"1000
",820,507,1.000
40143,0.85,35.50,"1000
",816,510,1.000
40144,0.86,0.90,"1000
",800,522,0.000
40145,0.93,39.40,"1000
",804,523,1.000
40146,0.85,0.85,"1000
",828,513,1.000
40147,0.85,0.89,"1000
",824,511,1.000
40148,0.85,0.85,"1000
",822,507,1.000
40149,0.85,0.85,"1000
",841,516,1.000
40150,0.84,0.84,"1000
",801,519,1.000
40151,0.85,0.85,"1000
",829,514,1.000
40152,0.85,0.85,"1000
",801,521,1.000
40153,0.84,1.05,"1000
",800,520,1.000
40154,0.84,0.84,"1000
",811,526,1.000
40155,0.84,0.84,"1000
",813,527,1.000
40156,0.84,0.84,"1000
",817,530,0.000
40157,0.82,0.82,"1000
",818,508,0.000
40158,3.58,13.40,"1000
",828,475,0.000
40159,1.64,14.40,"1000
",800,525,1.000
40160,1.11,13.90,"1000
",818,521,
40161,1.09,14.60,"1000
",820,517,
40162,1.07,14.60,"1000
",821,516,1.000
40163,1.07,13.90,"1000
",818,512,1.000
40164,1.05,14.70,"1000
",808,528,1.000
40165,1.04,14.00,"1000
",812,507,1.000
40166,0.96,14.50,"1000
",810,508,1.000
40167,0.96,14.30,"1000
",804,529,1.000
40168,0.94,14.70,"1000
",813,507,1.000
40169,0.95,14.40,"1000
",808,500,1.000
40170,0.91,14.50,"1000
",819,522,1.000
40171,105.00,102.00,"1000
",246,246,
40172,88.50,87.50,"1000
",432,432,0.000
40173,67.90,67.60,"1000
",521,521,0.000
40174,65.80,65.80,"1000
",820,503,0.000
40175,65.30,65.30,"1000
",1003,605,0.000
40176,64.90,64.70,"1000
",1209,706,0.000
40177,64.90,64.90,"1000
",1209,725,0.000
40178,1.32,1.32,"1000
",275,275,0.000
40179,1.57,1.54,"1000
",814,472,0.000
40180,1.50,1.50,"1000
",810,470,0.000
40181,1.62,1.60,"1000
",813,483,0.000
40182,1.33,1.33,"1000
",800,457,0.000
40183,1.28,18.50,"1000
",825,494,0.000
40184,1.25,21.10,"500
",820,522,1.000
40185,1.22,18.70,"500
",808,516,1.000
40186,1.22,22.10,"500
",816,517,1.000
40187,2.25,13.20,"500
",812,509,0.000
40188,1.80,21.80,"500
",803,526,1.000
40189,1.23,13.00,"500
",814,516,0.000
40190,16.50,26.90,"500
",809,517,1.000
40191,1.12,3.19,"500
",801,523,0.000
40192,1.69,36.60,"500
",806,500,1.000
40193,1.09,43.60,"500
",1016,527,1.000
40194,1.07,1.07,"500
",1000,506,0.000
40195,1.06,39.00,"500
",1007,516,1.000
40196,1.04,36.80,"500
",1001,501,1.000
40197,1.03,47.00,"500
",1001,529,1.000
40198,1.02,49.20,"500
",1001,530,1.000
40199,1.02,1.02,"500
",1211,476,0.000
40200,1.02,48.90,"500
",1208,340,0.000
40201,1.01,55.10,"100
",1211,347,1.000
40203,0.99,63.60,"500
",1211,351,
40205,0.97,59.60,"500
",1010,516,1.000
40206,0.98,59.40,"500
",1201,453,1.000
40207,0.98,74.40,"100
",1101,375,1.000
40208,0.98,79.60,"500
",1011,519,1.000
40209,0.98,63.30,"500
",1001,503,1.000
40210,0.98,77.70,"500
",1004,501,1.000
40211,197.00,554.00,"1000
",,,0.000
40212,1.97,272.00,"1000
",0,0,0.000
40213,1.56,282.00,"1000
",0,0,0.000
40214,1.39,291.00,"1000
",0,0,0.000
40215,1.06,269.00,"1000
",239,239,
40216,1.06,322.00,"1000
",256,256,0.000
40217,1.03,13.50,"1000
",814,469,1.000
40218,1.02,11.70,"1000
",1000,500,1.000
40219,1.01,8.94,"1000
",1010,519,1.000
40220,1.01,4.44,"1000
",0,0,0.000
40221,1.00,1.09,"1000
",0,0,0.000
40222,1.23,3.13,"1000
",810,420,0.000
40223,1.16,3.53,"1000
",800,407,0.000
40224,1.12,5.93,"1000
",809,422,1.000
40225,1.20,3.29,"500
",823,524,1.000
40226,1.07,2.67,"500
",1115,566,1.000
40227,1.02,3.01,"500
",827,480,1.000
40228,0.99,3.23,"500
",813,468,1.000
40229,0.98,3.40,"500
",818,476,1.000
40230,0.97,3.24,"500
",813,471,1.000
40231,0.96,2.84,"500
",814,468,1.000
40232,0.95,2.91,"500
",811,471,1.000
40233,0.95,0.95,"500
",815,473,0.000
40234,0.95,2.47,"500
",810,459,1.000
40235,0.94,3.09,"500
",815,466,0.000
40236,0.94,2.96,"500
",806,453,0.000
40237,0.94,11.00,"500
",817,469,1.000
40238,0.93,11.90,"500
",814,459,1.000
40239,0.92,14.10,"500
",807,451,1.000
40240,0.92,14.70,"500
",813,468,1.000
40241,0.92,15.90,"500
",812,461,1.000
40242,0.92,14.90,"500
",812,457,1.000
40243,0.92,14.60,"500
",811,457,1.000
40244,0.92,13.80,"500
",802,486,1.000
40245,0.91,17.10,"500
",817,468,1.000
40246,0.91,20.10,"500
",813,461,1.000
40247,0.91,14.60,"500
",815,466,1.000
40248,0.91,3.41,"500
",808,453,1.000
40249,0.90,4.29,"500
",815,462,1.000
40250,0.90,7.25,"500
",818,476,1.000
40251,0.90,7.56,"500
",806,483,1.000
40252,0.90,8.71,"500
",816,474,1.000
40253,0.90,9.59,"500
",802,482,1.000
40254,0.90,9.65,"500
",806,450,1.000
40255,0.90,9.52,"500
",814,468,1.000
40256,0.89,9.87,"500
",800,474,1.000
40257,0.89,4.35,"500
",806,452,1.000
40258,0.89,4.87,"500
",815,461,1.000
40259,0.89,6.23,"500
",812,455,1.000
40260,0.90,5.41,"500
",820,475,1.000
40261,0.89,6.60,"500
",819,470,1.000
40262,0.89,5.77,"500
",801,478,1.000
40264,1.18,1.18,"1000
",15,,
40265,1.12,39.60,"1000
",,,
40266,1.08,40.00,"1000
",410,410,0.000
40268,1.07,1.07,"1000
",813,686,0.000
40269,1.06,1.06,"1000
",1058,743,0.000
40271,1.32,33.00,"1000
",383,383,1.000
40272,1.09,35.80,"1000
",15,15,0.000
40273,1.02,40.60,"1000
",829,829,
40274,1.01,45.20,"1000
",804,568,0.000
40275,1.00,45.50,"1000
",930,649,1.000
40276,0.99,49.30,"1000
",802,464,0.000
40277,0.98,59.60,"1000
",811,461,0.000
40278,0.98,66.50,"1000
",800,477,1.000
40279,0.96,68.60,"0
",614,424,1.000
40280,0.98,77.80,"1000
",1002,458,1.000
40281,0.99,106.00,"0
",801,456,1.000
40282,0.99,105.00,"0
",800,467,1.000
40283,0.98,121.00,"0
",803,457,0.000
40284,1.00,157.00,"1000
",807,461,1.000
40285,0.99,160.00,"0
",1102,460,1.000
40286,0.97,1.76,"0
",607,481,0.000
40287,0.97,10.90,"1000
",812,400,1.000
40288,0.97,12.90,"5000
",800,467,0.000
40289,0.97,14.20,"0
",614,462,1.000
40290,0.96,16.70,"0
",810,663,1.000
40291,0.96,18.20,"0
",804,477,0.000
40292,0.97,21.80,"0
",625,515,1.000
40293,0.96,21.80,"0
",802,454,1.000
40294,0.94,22.80,"0
",801,480,1.000
40295,0.95,22.20,"1000
",805,425,1.000
40296,0.95,24.00,"0
",804,602,1.000
40297,0.95,28.30,"0
",602,715,0.000
40298,0.97,33.10,"0
",805,459,1.000
40299,0.97,38.20,"0
",1100,450,0.000
40300,0.96,39.40,"1000
",1009,456,0.000
40301,1.29,56.20,"1000
",810,459,1.000
40302,0.96,45.40,"0
",600,964,0.000
40303,0.96,60.00,"1000
",803,450,1.000
40304,0.96,58.40,"5000
",805,451,0.000
40305,0.95,68.00,"0
",820,669,1.000
40306,0.96,67.70,"2500
",806,453,0.000
40307,0.94,66.90,"0
",617,478,1.000
40308,0.93,67.80,"0
",818,474,1.000
40309,4.42,95.90,"0
",814,623,1.000
40310,0.97,22.00,"500
",808,461,1.000
40311,0.94,29.90,"0
",618,426,1.000
40312,0.94,31.70,"0
",1212,427,1.000
40313,0.93,30.40,"2000
",805,610,0.000
40314,0.95,38.90,"0
",512,736,0.000
40315,1.67,48.60,"2500
",807,456,0.000
40316,0.92,41.20,"0
",1007,469,1.000
40317,0.92,40.40,"0
",613,712,0.000
40318,0.92,46.60,"1000
",817,580,1.000
40319,0.93,43.50,"0
",1209,716,1.000
40320,0.92,43.90,"0
",813,621,1.000
40321,0.95,51.70,"0
",621,475,0.000
40322,0.94,52.80,"0
",801,668,1.000
40323,0.93,55.50,"1000
",804,372,0.000
40324,0.94,58.20,"0
",620,552,1.000
40325,1.52,76.90,"0
",904,428,1.000
40326,0.91,62.40,"0
",913,714,1.000
40327,0.92,72.30,"0
",621,556,0.000
40328,0.91,66.70,"500
",816,557,0.000
40329,0.94,75.80,"0
",1005,653,1.000
40330,1.03,5.04,"500
",1004,676,1.000
40331,0.90,4.15,"0
",1201,716,1.000
40332,0.90,4.14,"0
",618,217,0.000
40333,0.90,4.03,"500
",1002,618,1.000
40334,0.90,4.28,"0
",600,565,1.000
40335,0.91,4.10,"0
",1213,558,1.000
40336,0.91,3.92,"0
",1202,232,0.000
40337,0.93,5.19,"1000
",1005,569,1.000
40338,0.90,4.73,"500
",1000,450,1.000
40339,0.91,5.14,"0
",816,478,1.000
40340,0.91,4.93,"100
",824,479,1.000
40341,0.91,4.92,"0
",817,661,1.000
40343,2.51,2.51,"1000
",221,221,0.000
40344,2.25,2.25,"1000
",260,260,0.000
40345,1.97,1.96,"1000
",250,250,0.000
40346,1.92,1.92,"1000
",250,250,0.000
40347,17.70,16.00,"1000
",258,258,1.000
40409,18800.00,18800.00,"1000
",50,50,
40410,18900.00,18900.00,"1000
",101,101,
40411,19000.00,19000.00,"1000
",100,100,
40412,19100.00,19100.00,"1000
",228,228,
40413,3.99,3.92,"1000
",823,470,
40414,1.67,1.71,"1000
",,,
40415,1.43,17.40,"1000
",0,0,
40416,1.38,9.04,"1000
",245,245,
40417,1.03,3.67,"1000
",245,245,
40418,0.93,2.63,"1000
",0,0,
40419,0.92,4.64,"1000
",0,0,
40421,0.88,3.26,"1000
",0,0,
40422,0.84,3.08,"1000
",,,
40423,0.83,4.25,"1000
",0,0,
40424,0.81,3.47,"1000
",0,0,
40425,0.78,2.69,"1000
",0,0,
40426,0.77,4.28,"1000
",0,0,
40427,0.76,2.46,"1000
",,,
40428,0.75,3.70,"1000
",,,
40429,0.75,5.32,"1000
",0,0,
40430,0.78,5.66,"1000
",0,0,
40431,1.19,2.09,"1000
",,,
40432,0.85,1.76,"1000
",0,0,
40433,0.80,2.17,"1000
",0,0,
40434,0.77,1.79,"1000
",0,0,
40435,0.76,2.73,"1000
",0,0,
40436,0.75,2.34,"1000
",0,0,
40437,0.75,3.62,"1000
",0,0,
40438,0.74,3.40,"1000
",0,0,
40439,0.74,3.16,"1000
",0,0,
40440,0.73,2.96,"1000
",0,0,
40441,0.73,3.60,"1000
",0,0,
40442,0.73,3.96,"1000
",0,0,
40443,0.72,3.75,"1000
",0,0,
40444,0.72,3.90,"1000
",0,0,
40445,1.08,7.32,"1000
",818,530,
40446,1.03,10.30,"1000
",0,0,
40447,0.99,10.30,"1000
",0,0,
40448,0.97,9.77,"1000
",0,0,
40449,0.95,10.70,"1000
",0,0,
40450,0.94,12.20,"1000
",0,0,
40451,0.93,11.30,"1000
",0,0,
40452,0.90,8.71,"1000
",0,0,
40453,0.90,12.00,"1000
",220,220,
40454,0.90,15.10,"1000
",813,463,
40455,0.89,14.50,"1000
",823,467,
40456,0.96,18.40,"1000
",825,468,
40457,2.98,17.30,"1000
",816,476,
40458,1.48,43.20,"1000
",807,466,
40459,1.47,39.50,"1000
",810,478,
40460,1.38,28.90,"1000
",803,459,
40461,0.89,1.18,"1000
",803,455,
40462,0.89,2.48,"1000
",804,577,
40463,2.72,2.59,"1000
",814,454,
40464,1.45,1.45,"1000
",816,465,0.000
40465,1.33,21.50,"1000
",907,575,0.000
40466,1.01,35.70,"1000
",915,581,1.000
40467,1.04,8.70,"1000
",923,563,1.000
40468,0.76,1.22,"1000
",905,568,1.000
40469,0.74,1.10,"1000
",913,550,1.000
40470,0.74,1.32,"1000
",900,569,1.000
40471,3.87,3.63,"1000
",808,482,1.000
40472,0.79,0.83,"1000
",0,0,0.000
40473,0.77,0.80,"1000
",800,479,1.000
40474,1.00,1.00,"1000
",810,485,1.000
40475,0.85,0.94,"1000
",810,451,1.000
40476,0.79,0.97,"1000
",0,0,0.000
40477,0.78,0.91,"1000
",0,0,0.000
40478,0.78,0.96,"1000
",814,460,1.000
40479,0.77,1.26,"1000
",814,454,1.000
40480,0.77,1.29,"1000
",817,461,1.000
40481,0.77,1.55,"1000
",810,452,1.000
40482,0.76,5.93,"1000
",815,432,1.000
40483,0.73,3.85,"1000
",807,477,1.000
40484,0.72,4.09,"1000
",260,260,1.000
40485,0.72,6.31,"1000
",239,239,0.000
40486,0.71,7.98,"1000
",816,461,1.000
40487,0.85,8.08,"1000
",810,460,0.000
40488,0.82,7.25,"1000
",804,455,1.000
40489,0.79,5.28,"1000
",807,459,1.000
40490,0.78,7.44,"1000
",813,469,1.000
40491,0.75,4.21,"1000
",812,466,1.000
40492,0.74,5.81,"1000
",809,463,1.000
40493,0.73,6.04,"1000
",822,479,1.000
40494,0.73,6.09,"1000
",808,462,1.000
40495,0.73,7.38,"1000
",809,463,1.000
40496,0.72,6.66,"1000
",806,457,1.000
40497,0.71,4.35,"1000
",826,478,1.000
40498,2.69,2.71,"1000
",,,
40499,1.40,1.55,"1000
",0,0,
40500,1.15,1.31,"1000
",0,0,
40501,0.96,1.10,"1000
",0,0,
40502,0.94,1.14,"1000
",0,0,
40503,0.93,1.25,"1000
",0,0,
40504,0.90,1.06,"1000
",,,0.000
40505,0.90,1.20,"1000
",230,230,0.000
40506,0.90,1.51,"1000
",815,462,0.000
40507,0.90,1.55,"1000
",819,467,0.000
40508,0.91,3.14,"1000
",830,479,1.000
40509,5.43,5.85,"1000
",825,454,1.000
40510,1.28,1.71,"1000
",810,461,0.000
40511,1.20,2.99,"1000
",905,578,1.000
40512,3.28,4.30,"1000
",801,480,1.000
40513,1.03,1.55,"1000
",909,575,1.000
40538,6.64,6.60,"1000
",,,0.000
40539,6.25,6.23,"1000
",243,243,0.000
40540,5.84,5.85,"1000
",813,463,0.000
40541,4.18,4.19,"1000
",816,553,0.000
40542,5.33,5.28,"1000
",806,483,0.000
40543,3.74,3.74,"1000
",805,564,0.000
40545,3.74,34.70,"1000
",812,453,0.000
40546,3.71,36.50,"1000
",816,462,1.000
40547,4.64,6.94,"1000
",811,452,0.000
40549,3.05,7.82,"1000
",0,0,0.000
40550,3.04,7.67,"1000
",0,0,0.000
40551,3.02,7.29,"1000
",233,233,0.000
40552,3.01,12.00,"1000
",236,236,1.000
40553,3.05,23.10,"1000
",260,260,0.000
40554,7.46,75.60,"1000
",240,240,0.000
40555,3.87,10.30,"1000
",235,235,0.000
40556,3.29,94.00,"1000
",246,246,0.000
40557,3.09,4.48,"1000
",0,0,0.000
40558,3.03,4.12,"1000
",0,0,0.000
40559,3.03,4.46,"1000
",0,0,0.000
40560,2.99,3.65,"1000
",0,0,0.000
40561,2.99,3.77,"1000
",0,0,0.000
40562,2.99,3.85,"1000
",0,0,0.000
40563,2.94,3.34,"1000
",0,0,0.000
40564,3.02,3.02,"1000
",0,0,0.000
40565,2.95,14.30,"1000
",0,0,0.000
40566,2.94,15.20,"1000
",0,0,0.000
40567,3.03,7.31,"1000
",0,0,0.000
40568,3.10,4.65,"1000
",0,0,0.000
40569,2.85,4.74,"1000
",0,0,0.000
40570,3.67,3.39,"1000
",0,0,0.000
40571,2.77,3.93,"1000
",0,0,0.000
40572,2.77,3.72,"1000
",0,0,0.000
40573,2.76,3.80,"1000
",0,0,0.000
40574,2.76,3.71,"1000
",0,0,0.000
40575,2.77,6.33,"1000
",813,529,1.000
40576,2.73,2.73,"1000
",815,501,0.000
40577,2.71,6.54,"1000
",803,526,1.000
40578,2.76,7.37,"1000
",811,526,1.000
40579,3.01,57.60,"1000
",,,1.000
40580,2.87,20.70,"1000
",821,514,1.000
40581,2.78,2.78,"1000
",801,525,0.000
40582,2.73,2.73,"1000
",802,526,0.000
40583,2.73,16.70,"1000
",815,500,1.000
40584,2.75,21.00,"1000
",830,518,1.000
40585,2.72,16.30,"1000
",812,529,1.000
40586,2.67,15.70,"1000
",821,511,1.000
40587,2.91,17.60,"1000
",803,522,1.000
40588,2.59,2.59,"1000
",819,511,0.000
40589,2.58,13.90,"1000
",821,509,1.000
40590,2.59,14.70,"1000
",825,508,1.000
40591,2.55,41.00,"1000
",,,0.000
40592,2.51,39.20,"1000
",0,0,0.000
40593,2.51,38.40,"1000
",816,450,1.000
40594,2.55,48.00,"1000
",816,484,1.000
40595,2.56,37.60,"1000
",916,619,1.000
40596,4.10,28.20,"1000
",,,0.000
40597,3.48,42.10,"1000
",0,0,0.000
40598,3.10,41.50,"1000
",0,0,0.000
40599,3.06,43.10,"1000
",0,0,0.000
40600,2.89,11.90,"1000
",810,452,0.000
40601,2.91,38.20,"1000
",811,460,1.000
40602,2.60,5.67,"1000
",803,479,1.000
40603,2.60,6.00,"1000
",817,552,1.000
